accepted_step,time_s,dt_s,maximum_velocity_m_per_s,axis,face,x,y,z,manifold_max,manifold_p95,manifold_p50,tail_cells,tail_drained_m3,device_ms,wall_ms,owner_identity,owner_commits,owner_projections,owner_r0_iterations,owner_r1_iterations,owner_r2_iterations,owner_actual_working_set_bytes,owner_certified_working_set_bytes,owner_projection_device_ms,owner_nonprojection_device_ms,intermediate_seal_format,intermediate_digest_version,payload_digest_format,payload_digest_version,qualified_kernel_set_sha256,input_payload_root_sha256,publication_payload_root_sha256,publication_payload_bytes
102,0.16791912890039384,0.0016462659696117043,0.39523521065711975,2,6937,37,31,1,0.0036033391952514648,5.9604644775390625e-08,0,0,0,3196.1176234763116,4655.2049159999997,6855176765807413383,86,15,3,2,4,3016261632,5584011264,137.38874928094447,3058.7288741953671,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,e9ecfd62d868759a74e33870ad1d605a12cc444d7ae38967e3c3abe471f366e8,79ffaccdfba92c77d5dd7beb368c653a9a7fe2133b72599d5cbb4ea2c384f0f0,93556764
103,0.16956539487000555,0.0016462659696117043,0.4024660587310791,2,6937,37,31,1,0.0038226842880249023,5.9604644775390625e-08,0,0,0,2972.4723750259727,4343.5866249999999,14918670914394333325,80,14,2,2,4,3016114176,5584011264,125.71287527680397,2846.7594997491688,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,12d4ebb8513be377dae4355b3bdadbf804770a5a1cf992848c2a64f066f5ccbf,2e7a6ced174f084f1f9bdd58971d96839efd42e41ec3b01b8b0756d1b89637d6,93556764
104,0.17121166083961725,0.0016462659696117043,0.41281658411026001,2,6937,37,31,1,0.0038679838180541992,5.9604644775390625e-08,0,0,0,2988.7231255415827,4361.132791,10721411000844917725,80,14,2,2,4,3016114176,5584011264,127.91941687464714,2860.8037086669356,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c8fea1ae70f8260edd935d59e64a492c7ddcd36283b6d9da33610eb9847ba19e,55c0ec462fb81d3c7a5f7d1241f53c5fe94062a4cbd0ff0e14623eb1f1f4a2ed,93556764
105,0.17285792680922896,0.0016462659696117043,0.42404070496559143,2,6937,37,31,1,0.0039991140365600586,5.9604644775390625e-08,0,0,0,3012.4671678058803,4406.675792,3094618003216168945,80,14,2,2,4,3016114176,5584011264,126.34775042533875,2886.1194173805416,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,d7a80ca453aa681d0710c142d337f63a38e21c66f8f3b6901e4e5fc33c5eb97b,e8a9fbeeb14d74bf3429cc24e62129aed1fb67efe80bd746763fe53e82a06752,93556764
106,0.17450419277884066,0.0016462659696117043,0.43482103943824768,2,6937,37,31,1,0.0040390491485595703,5.9604644775390625e-08,0,0,0,2991.7831656057388,4368.5094589999999,3343266915812033385,80,14,2,2,4,3016114176,5584011264,126.34412501938641,2865.4390405863523,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c174810127eb644de677c066a1af3d2042d902a42609339b12417a2cb5345f5f,59e611931a752308c7c676c53592807609960c5ffa30bfb024729c5d83d59382,93556764
107,0.17615045874845237,0.0016462659696117043,0.44624194502830505,2,6937,37,31,1,0.0041469335556030273,5.9604644775390625e-08,0,0,0,2985.1557929068804,4392.8874580000002,922639799988436215,80,14,2,2,4,3016114176,5584011264,125.85933366790414,2859.2964592389762,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,596e30dd27ffc37ad38beee54606ec1ef0b838fba9da5230c6350aa3895ba999,ea3feba3dafcb62a3982bbc9190230d5fc9a848508b8c543429b484672da4311,93556764
108,0.17779672471806407,0.0016462659696117043,0.45766335725784302,2,6937,37,31,1,0.0041840076446533203,5.9604644775390625e-08,0,0,0,2967.5424583256245,4341.3059169999997,12902862273221301325,80,14,2,2,4,3016114176,5584011264,126.06233358383179,2841.4801247417927,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,6ad639e4e1bcca9b31ac0604af54c1e7eb560834a76e5fe619202aeb29ee5177,19208789dc526035ae54d51049dda1982439862f83d8a5e98fd8d4080e76cea4,93556764
109,0.17944299068767577,0.0016462659696117043,0.4695112407207489,2,6937,37,31,1,0.0042810440063476562,5.9604644775390625e-08,0,0,0,2994.846208486706,4365.5446250000005,13111470156611871131,80,14,2,2,4,3016114176,5584011264,127.22491659224033,2867.6212918944657,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,56e878fdbd91cfff283bee7ef609423205d5bea6404b1a1b82da34a87ad9f588,6bd445458851e96d07fc26f4ae029172a1d20bcc99974d6fc9d9d29631ebac14,93556764
110,0.18108925665728748,0.0016462659696117043,0.48149317502975464,2,6937,37,31,1,0.0043256282806396484,5.9604644775390625e-08,0,0,0,2984.6047486644238,4357.5658329999997,6723343794084460915,80,14,2,2,4,3016114176,5584011264,128.90800018794835,2855.6967484764755,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,677edd809e2a9a912469fd775d4ee24ac7897a1ed80f91d4768400a4c8ff952b,55f41c69440d4774679fa9bace982a7e2c3e78a96c2c7dce9206599f9936c810,93556764
111,0.18273552262689918,0.0016462659696117043,0.49306127429008484,2,6937,37,31,1,0.004365086555480957,5.9604644775390625e-08,0,0,0,3196.6519181150943,4676.0018749999999,8846794747569546217,86,15,2,3,4,3016212480,5584011264,135.61808411031961,3061.0338340047747,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,4e503ab410105dbf7560168d6a183a9a06436ddddd160dd4a2e2925107cfc42c,13eae21b7de2a975335ab3f168611f7c9257a6a0b4efad68fe3423b982699e1e,93556764
112,0.18438178859651089,0.0016462659696117043,0.50511634349822998,2,6937,37,31,1,0.004441380500793457,5.9604644775390625e-08,0,0,0,3192.7853762172163,4652.6485830000001,9232852633433107629,86,15,2,3,4,3016343552,5584011264,133.97916662506759,3058.8062095921487,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c3dd63ae557eb97c52c38ad0dfab19f52420514207a32fd74f1196db64f89ce3,a46f79afcafc0ce12d996691605575dfecd60f66ff8eb954d571b9f6e0748932,93556764
113,0.18602805456612259,0.0016462659696117043,0.51784801483154297,2,6937,37,31,1,0.0045092105865478516,5.9604644775390625e-08,0,0,0,2972.0904575660825,4345.7416249999997,14955274975738813595,80,14,2,2,4,3016114176,5584011264,125.08579040877521,2847.0046671573073,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c6dbd630dbc594b91a79d23c622c37b629e6bbcc2acd999d45e533953908c71c,47362c41b77694ab62ada976c99234d4f8561f80c9d4483b996a52548269a7cc,93556764
114,0.1876743205357343,0.0016462659696117043,0.5307193398475647,2,6937,37,31,1,0.004549860954284668,5.9604644775390625e-08,0,0,0,2994.364665588364,4366.2772080000004,2177806375604009707,80,14,2,2,4,3016114176,5584011264,127.09383247420192,2867.2708331141621,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,7e4274f03e6ef09af913f2678baacdc895d93899eef6469981b1a1041ce99eef,b9fa320999c872f09e2e5c8c27b8f63379caafc8b27c118ee8ce3ec4697b176c,93556764
115,0.189320586505346,0.0016462659696117043,0.5438191294670105,2,6937,37,31,1,0.0046074390411376953,5.9604644775390625e-08,0,0,0,2985.4540005326271,4359.7700000000004,762939284611241289,80,14,2,2,4,3016114176,5584011264,133.11687461100519,2852.3371259216219,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,a02740aba0ee9b115d70c6185aa30299835ca72ea598516eebdf4bc54e3d5ac9,d5f119279cd2d19ba775f48682f017608c1f32cbacfcfed93b29cac226134658,93556764
116,0.1909668524749577,0.0016462659696117043,0.55721282958984375,2,6937,37,31,1,0.0046470165252685547,5.9604644775390625e-08,0,0,0,3208.4241250995547,4665.8028329999997,10035477033972005965,86,15,2,3,4,3016212480,5584011264,135.34449995495379,3073.0796251446009,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,15d1d6815b0a5b7e565b7924e05c568fd93072af82dcaa6005427300d278108b,793376c4322851356afdb8b52f871e82a79e2306c9f5e1dc0caad1bb5c130306,93556764
117,0.19261311844456941,0.0016462659696117043,0.54198622703552246,2,6937,37,31,1,0.0054860115051269531,5.9604644775390625e-08,0,0,0,3897.908793296665,5617.2111670000004,3392231635152576735,104,18,4,4,4,3016507392,5584011264,162.73037483915687,3735.1784184575081,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,7d8cc01563e354c1ce1ab014d0899561d3655c3fe14d85f4374b3e9aa5514ab7,f8fc1effa28c1eed7b708febdd6c5395f7d578a88259e30da4daecc6f8662e15,93556764
118,0.19425938441418111,0.0016462659696117043,0.55005621910095215,2,6937,37,31,1,0.0052546262741088867,5.9604644775390625e-08,0,0,0,3455.2459148690104,5001.6372920000003,16705535369137688515,92,16,3,3,4,3016310784,5584011264,143.43008282594383,3311.8158320430666,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,1222c52a12f3ca3fa970136c2851010803aee2b695424cd1729ccbd1d304963e,3b11d4ff1bb56e61b998b973f81fd5ec9c3799a49c968cddf0913b2fdc789cfa,93556764
119,0.19590565038379282,0.0016462659696117043,0.56216222047805786,2,7345,31,37,1,0.005456089973449707,5.9604644775390625e-08,0,0,0,3883.1626251339912,5599.6467910000001,9356554261045931281,104,18,4,3,5,3016556544,5584011264,162.85658325068653,3720.3060418833047,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,39f9a34219ec0180b9ab192a032aa8004e4231a68f57c9720ccc565a088b7aab,f82edca9f32b01a75025ea12bd128835f6586e450056a016849b042147268166,93556764
120,0.19755191635340452,0.0016462659696117043,0.4818229079246521,2,6863,32,30,1,0.0047397613525390625,5.9604644775390625e-08,0,0,0,4106.0942099429667,5907.0416249999998,10335089909124782529,110,19,5,3,5,3016654848,5584011264,169.73891714587808,3936.3552927970886,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,cd3953c8a37529997eaebec3b7286a8c02bd005e2a23e3c42d46560dfe0d162a,69fa8ca8f5e9933f9b507bd4bd793ab99266f95998f0797e3a91d47bd2649d44,93556764
121,0.19919818232301623,0.0016462659696117043,0.47387197613716125,2,11906,38,34,2,0.0055617094039916992,5.9604644775390625e-08,0,0,0,3444.6682492271066,4991.1118329999999,15380263106533137387,92,16,3,3,4,3016310784,5584011264,144.49383364990354,3300.174415577203,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,064b9bbf6f9e53d7cc7221268398100d81c806416d3cba200cc4a166d9272c16,6ed6142e6d367c37e81bf5e1ff6313c33a3836dcfda7c318545dd63608b7ba0f,93556764
122,0.20084444829262793,0.0016462659696117043,0.48383098840713501,2,11906,38,34,2,0.0056635141372680664,5.9604644775390625e-08,0,0,0,3424.2374976165593,4970.2010829999999,2697827146158387039,92,16,3,3,4,3016359936,5584011264,145.1502488926053,3279.087248723954,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,a5390ec593967e7679e1a67622f59928c6531e69977e9cd49d007d67dbbdf4f8,c405546a5b22d1ae0e169b5487d73f27a21fecf00be87569d630a9bed02ec61f,93556764
123,0.20249071426223963,0.0016462659696117043,0.4920538067817688,2,11906,38,34,2,0.0050168037414550781,5.9604644775390625e-08,0,0,0,3430.05924904719,4973.1227079999999,13747672665817015417,92,16,3,3,4,3016310784,5584011264,142.97641604207456,3287.0828330051154,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,d567ce9499572b4b57c7ca3b0ca3992867b03341a29ff543517a9680369f916f,6d5634ab9efd83eb6391968cf19e7ef656bfccaa2f743bec0e690923388e294f,93556764
124,0.20413698023185134,0.0016462659696117043,0.49459323287010193,2,11906,38,34,2,0.0053554773330688477,5.9604644775390625e-08,0,0,0,3457.2757496498525,5006.2810410000002,15914336505747927355,92,16,3,3,4,3016310784,5584011264,143.26404198072851,3314.011707669124,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,8cbc1622b322577e10ab026db1027c9411808253cd1d9d183dccffdb1546efed,81f81466a3a830f4e28f561561fe60559edd4fa1520046e2c22d74bea8e12b8e,93556764
125,0.20578324620146304,0.0016462659696117043,0.50235974788665771,2,11906,38,34,2,0.0052418708801269531,5.9604644775390625e-08,0,0,0,3426.344750681892,4972.466958,11711347082897801321,92,16,3,3,4,3016310784,5584011264,143.19295785389841,3283.1517928279936,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9b53a4da39c7bf56027dcf5ed80d0a5a458ede4d373c39dcb3765aa016924baf,5818ebcb41a2da2f568d34a5a30ef986cda397843447b0fd031cdc87e3ea8bb3,93556764
126,0.20742951217107475,0.0016462659696117043,0.51003485918045044,2,11906,38,34,2,0.0053238868713378906,5.9604644775390625e-08,0,0,0,3478.57595840469,5037.4418750000004,13731295183080140781,92,16,3,3,4,3016310784,5584011264,143.08883342891932,3335.4871249757707,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,fa837e652f59836aece96e4cfb0a88756ba806ba612db25a05eb72dba0f4951b,b46229377aa977ffd963a7928c1d2b1ee47b11ef3c9211cdc50b811529065c8d,93556764
127,0.20907577814068645,0.0016462659696117043,0.51760494709014893,2,11906,38,34,2,0.0052511692047119141,5.9604644775390625e-08,0,0,0,3433.586000232026,4974.9547089999996,7122761634027703311,92,16,3,3,4,3016310784,5584011264,142.99445948563516,3290.5915407463908,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,f56678734a9cda5cce7a6fe746aec136a203b652b4303671b47fcb24be314509,84e50baceddcbbd00bff4db1d96251112b1396187207425dc4ffc4870e3e07f8,93556764
128,0.20932080256170593,0.00024502442101947963,0.53468292951583862,2,6937,37,31,1,0.00066918134689331055,5.9604644775390625e-08,0,0,0,3453.4713325556368,4998.8574159999998,9371262535104854917,92,16,3,3,4,3016310784,5584011264,143.56450061313808,3309.9068319424987,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,b0ad1b7798eb341271a5288197da0d01b1f98269c86577bf1e30e076edfe7f40,e95be2095b9833df0b4f1f6dc3f9b15826222b258e8bc39bcd21b5db2032b066,93556764
129,0.20959032941027544,0.00026952684856951237,0.56320923566818237,2,7137,30,34,1,0.0021070241928100586,5.9604644775390625e-08,0,0,0,3220.2897511888295,4679.4402499999997,249744162369815947,86,15,3,3,3,3016261632,5584011264,135.88850060477853,3084.401250584051,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,010f928de70ddf696a1a6aa0f7db61a47e390eb9ca4e5f5a0f03f2b2712568a0,c200d132208da7a7ee9fb2ebe29d5c42f2e984c998d639eb32b027c50faf53ca,93556764
130,0.20988680893788114,0.00029647952760569751,0.53978246450424194,2,7137,30,34,1,0.00095927715301513672,5.9604644775390625e-08,0,0,0,3447.3166691605002,4989.8053330000002,15188587531645146389,92,16,3,3,4,3016310784,5584011264,143.00487586297095,3304.3117932975292,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,bf338267c49bbd23c2f5687206d879c69b06c2bba7e99237cdb3e49262ceae07,d0af174d0306975d935eefb2f4303d46a646432df117805cde55fe0e7f14a478,93556764
131,0.21021293642115779,0.00032612748327665031,0.53101140260696411,2,6937,37,31,1,0.0015512704849243164,5.9604644775390625e-08,0,0,0,3479.1028338950127,5028.2640000000001,4594915456355266643,92,16,3,3,4,3016310784,5584011264,143.38883361779153,3335.7140002772212,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,e80620acdea59db10ec04dee6a4428ddeb1b18a4cd1e08ed14807b7d906b0405,0cab3ef9574cdec5428869ae70697eb7aa70953a0882160bde6d82d0c4265e3b,93556764
132,0.21057167666731402,0.00035874024615623057,0.52576965093612671,2,6937,37,31,1,0.0011934041976928711,5.9604644775390625e-08,0,0,0,3017.3291657119989,4390.541209,10824159920016570105,80,14,2,2,4,3016114176,5584011264,126.05691561475396,2891.272250097245,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,03e417b1e9b7f0ceaac21b7f5ea3abdeac2ae23d27f21dd5a7a96181b9d43e79,4a2a9e4bbfde3a3bd4421e9b1854bffb5bf372a57fbedd61e40b130ced35985e,93556764
133,0.21096629093517549,0.00039461426786147058,0.53041243553161621,2,6937,37,31,1,0.0015904903411865234,5.9604644775390625e-08,0,0,0,3025.9370023850352,4399.873208,9690345073524596745,80,14,2,2,4,3016114176,5584011264,126.41208409331739,2899.5249182917178,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,0cb612df54a747312daf06f892c1a71100fa7a1db87b08ba88a25e998eb5f74d,26c73524c0d2cf678cb449be1bf3c24ae48eef7173f569bc9c31fb1fb1c23c6a,93556764
134,0.21140036662109196,0.0004340756859164685,0.53205931186676025,2,6937,37,31,1,0.0016366243362426758,5.9604644775390625e-08,0,0,0,3878.1639584340155,5597.7861249999996,16574428319372541651,104,18,3,4,5,3016556544,5584011264,161.90954088233411,3716.2544175516814,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,48287eb9474c215d572bc60014871b706d41278f540c0060883c61ef6804d4b0,7ed845046be4df606522d70b5e2e2aa22c227b7ee3ea25a97a292180fd90ef77,93556764
135,0.21187784988433123,0.00047748326323926449,0.54086530208587646,2,6937,37,31,1,0.0017971992492675781,5.9604644775390625e-08,0,0,0,3001.7982493154705,4374.9634159999996,18439069435506608067,80,14,2,2,4,3016114176,5584011264,129.95787523686886,2871.8403740786016,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,e61a2adf5270053e8e8e8ed0a14da69c71ff66ff96158d08d751d812c703516c,fe1b63bb5a9d048e2b41d056a6b447a9cd00793ec8eef85e6f89e16fec2e973b,93556764
136,0.21240308147389442,0.00052523158956319094,0.54361546039581299,2,7137,30,34,1,0.0017982721328735352,5.9604644775390625e-08,0,0,0,3915.5242943670601,5637.1567919999998,14312778672601909069,104,18,3,4,5,3016556544,5584011264,160.15441692434251,3755.3698774427176,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,ee93c81de8a86702595140c1f0dd7475c4942fdcb136ee7c09ec1ef11afde77e,63fdd97592b0bef641a37c49a769728db62cb44fe93d7e312060001c1b646e08,93556764
137,0.21298083622241393,0.00057775474851951003,0.55477958917617798,2,7137,30,34,1,0.0021631717681884766,5.9604644775390625e-08,0,0,0,3016.9990842696279,4392.0154169999996,12355100471740793087,80,14,2,2,4,3016114176,5584011264,126.11445807851851,2890.8846261911094,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,350f98db483d729696ea9a401b07ec8db1bde69878d28aa9e33c09d81fb480b9,21682fc6c52ef9740b66c8c5014c7a94dcf426745b810dd9f1c733b50ff43ba7,93556764
138,0.21361636643996462,0.00063553021755069494,0.56405669450759888,2,7137,30,34,1,0.0023425817489624023,5.9604644775390625e-08,0,0,0,4097.5441264454275,5900.7392920000002,2034898345534480975,110,19,3,5,5,3016654848,5584011264,169.42249867133796,3928.1216277740896,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,7b6d0d1f0e26e56d1bd4bfba49b6a58bb31fe4e544fe64f9b24b91aa437b356a,546fb9e8e1d84c2b3fa37a8049013c3fdbb864182f30b8f88ff444eb63019481,93556764
139,0.21431544970255345,0.0006990832625888288,0.57653570175170898,2,7137,30,34,1,0.00261688232421875,5.9604644775390625e-08,0,0,0,3488.3337896317244,5033.718417,8768691474366942675,92,16,3,3,4,3016310784,5584011264,143.15041620284319,3345.1833734288812,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,6de9042e835eb1df06c62127a5ca819cca9112f7e4851e1e04941e1d3940489f,c918bc0656b867cb72dc4c4ec6cba24460e8e40ad7ecdf6ca9e045ba0dbff8f2,93556764
140,0.21508444129722193,0.00076899159466847777,0.59117001295089722,2,7137,30,34,1,0.0027734041213989258,5.9604644775390625e-08,0,0,0,4075.8304190821946,5878.6481670000003,16797147406122129043,110,19,3,3,7,3016802304,5584011264,170.23908416740596,3905.5913349147886,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,92ed0e716ddda4e800993b0327803673ed35d6fde4c3c1fdfa6b8cf11389c86e,cf6e28d189cae5c7fc37af3793a3e45c65f3ee3712a02145c25d9c75e3e07c8b,93556764
141,0.21593033208046108,0.00084589078323915601,0.60536038875579834,2,7137,30,34,1,0.0033038854598999023,5.9604644775390625e-08,0,0,0,3477.8760012704879,5027.0838750000003,10330386552845627555,92,16,3,3,4,3016310784,5584011264,143.40641698800027,3334.4695842824876,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,8f831ae7557a888240b70a54ffe330dfec74369038c512364a786b0e66a57e96,107c06451baf326d8448aab7c9abbc24049cf41ab44158760985581563098bb6,93556764
142,0.21686081192456186,0.00093047984410077333,0.6222272515296936,2,7137,30,34,1,0.003285527229309082,5.9604644775390625e-08,0,0,0,3909.3258320353925,5623.841042,17416688136210848521,104,18,3,3,6,3016605696,5584011264,161.42845852300525,3747.8973735123873,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,c2332f2cf06b3602586c5fa4252c760214e653c665707acdf5eead6c4f11c946,90609025ca3af71b64f0071ff537b1615464b0d71fcbc18e27295b8376c1e96b,93556764
143,0.21788433974143118,0.0010235278168693185,0.6357460618019104,2,7137,30,34,1,0.0039696693420410156,5.9604644775390625e-08,0,0,0,3522.8629584889859,5068.844709,12914957175923277235,92,16,3,3,4,3016310784,5584011264,142.61729177087545,3380.2456667181104,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,57481679a852951ccd2ddc8dfd96c42c3c35f38524b140e9f161957e81d5520c,3bb24bb3c6eafa7bce3c309259a858db92cace15be40ec8988e4308b3d9544e2,93556764
144,0.21901022037491202,0.0011258806334808469,0.65646439790725708,2,7137,30,34,1,0.0036020278930664062,5.9604644775390625e-08,0,0,0,3928.644833387807,5645.752125,14802267109147114467,104,18,3,3,6,3016605696,5584011264,161.23224934563041,3767.4125840421766,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9f83cb38ec56a51b5c109587ba45efe466b350dc2b290a661076f457d62f3506,3519fd062e83b1355fef04bdc2480b784ca5b05056b58ee3c72aea740e91bfa8,93556764
145,0.22024868906009942,0.0012384686851873994,0.65714973211288452,2,7145,38,34,1,0.0045856237411499023,5.9604644775390625e-08,0,0,0,3640.880040358752,5186.913125,12893889848844637035,92,16,3,3,4,3016441856,5584011264,143.1926665827632,3497.6873737759888,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,b94468c6c36fce7c450f54f3a8bbda27e89eb343d1fe307ffa7035194d1223eb,d288567cec72ef575602e046294f75c640759aa8fa5bed43ffc7c38419bab869,93556764
146,0.22161100467201322,0.0013623156119138002,0.68073064088821411,2,7145,38,34,1,0.0041726827621459961,5.9604644775390625e-08,0,0,0,4474.8580418527126,6369.5556660000002,16964908254875155349,116,20,3,3,8,3016949760,5584011264,179.27174898795784,4295.5862928647548,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,9c320cf8d0177d6523e00fcc5a8e41d0415b2a116a19c6d66d616ac523bbaa2c,daae380c3477ab341ec13c2bde324c52f66b2e08f77578ec0b9e03148ecc11f7,93556764
147,0.22310955182183534,0.0014985471498221159,0.69777238368988037,2,7137,30,34,1,0.0055965185165405273,5.9604644775390625e-08,0,0,0,3627.9985001310706,5174.9547499999999,2280538088089157629,92,16,3,3,4,3016359936,5584011264,143.78020842559636,3484.2182917054743,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,858375f95dafc1fb2cbb0c878a8aa3d88aa3e0e8a22af9d6117fb77b2d0ecb67,1a2e1ea896269deb01850099def9e5d07c526d4b7b760ea81c5802d5cd9b9bf1,93556764
148,0.22475581779144704,0.0016462659696117043,0.7219889760017395,2,7137,30,34,1,0.005046844482421875,5.9604644775390625e-08,0,0,0,4041.9920403510332,5759.3195830000004,16223808404249126685,104,18,3,3,6,3016654848,5584011264,161.8497499730438,3880.1422903779894,qualified-kernel-stage-token,2,rise-payload-sha256-merkle,2,fed58566caf6a669e9a47f042123c206dce427d4d402cf8f82dcb1f48844f341,cc7566aa5ccd693fa94a7663066af7ca2155fde2d09b09de0f27305854321b7b,1b8a50f1a96f1a1825ce33b871c32d464c91cc3fa5cbd9b57db88c60a99c424c,93556764
